car_number,lap_number,lap_time_seconds,sector_1,sector_2,sector_3,stint,stint_lap,driver_number,fuel_remaining,tire_life_pct,track_status,weather,track_temp_c,elapsed_time_seconds,class
67,115,138.503,45.963,48.734,44.631,6,5,1,103.7,82.5,Green,dry,20.8,16300.051,LMGT3
67,116,138.492,45.427,48.438,44.083,6,6,1,100.6,78.9,Green,dry,21.0,16438.544,LMGT3
67,117,138.144,45.962,47.933,44.621,6,7,1,97.4,75.4,Green,dry,21.0,16576.687,LMGT3
67,118,137.01,45.152,48.214,43.764,6,8,1,94.2,71.9,Green,dry,20.5,16713.698,LMGT3
67,119,138.87,46.199,48.176,44.793,6,9,1,90.8,68.4,Green,dry,20.5,16852.567,LMGT3
67,120,138.494,45.31,48.074,43.829,6,10,1,87.8,64.9,Green,dry,20.5,16991.061,LMGT3
67,121,137.922,45.453,48.313,44.603,6,11,1,84.4,61.4,Green,dry,20.5,17128.983,LMGT3
67,122,137.174,45.314,48.08,43.739,6,12,1,81.1,57.9,Green,dry,20.9,17266.157,LMGT3
67,123,138.089,45.834,48.116,44.576,6,13,1,78.0,54.4,Green,dry,20.9,17404.245,LMGT3
67,124,137.632,45.614,47.836,44.296,6,14,1,74.9,50.9,Green,dry,20.5,17541.877,LMGT3
67,125,139.359,45.511,48.875,44.79,6,15,1,71.7,47.4,Green,dry,20.5,17681.236,LMGT3
67,126,140.2,46.246,49.105,44.533,6,16,1,68.6,43.9,Green,dry,20.5,17821.435,LMGT3
67,127,139.072,46.227,49.105,44.631,6,17,1,65.4,40.4,Green,dry,20.8,17960.507,LMGT3
67,128,139.554,46.535,49.327,45.082,6,18,1,62.3,36.8,Green,dry,20.8,18100.061,LMGT3
67,129,140.922,46.821,49.232,44.922,6,19,1,59.2,33.3,Green,dry,21.1,18240.983,LMGT3
67,130,141.089,46.108,49.329,45.094,6,20,1,56.1,29.8,Green,dry,21.1,18382.072,LMGT3
67,131,141.801,46.418,49.278,44.906,6,21,1,53.0,26.3,Green,dry,20.8,18523.873,LMGT3
67,132,139.76,46.053,49.18,45.216,6,22,1,49.8,22.8,Green,dry,20.8,18663.634,LMGT3
67,133,139.522,46.367,49.189,45.075,7,1,2,116.8,96.5,Green,dry,20.3,18874.479,LMGT3
67,134,139.784,45.97,49.386,44.778,7,2,2,113.6,93.0,Green,dry,20.3,19014.263,LMGT3
67,135,136.043,44.982,48.011,43.687,7,3,2,110.3,89.5,Green,dry,20.1,19150.306,LMGT3
67,136,136.894,45.477,48.043,43.599,7,4,2,107.0,86.0,Green,dry,20.1,19287.2,LMGT3
67,137,137.027,44.791,47.716,44.062,7,5,2,103.7,82.5,Green,dry,20.3,19424.227,LMGT3
67,138,137.389,44.99,48.028,44.235,7,6,2,100.6,78.9,Green,dry,20.3,19561.615,LMGT3
67,139,136.87,45.336,48.377,43.905,7,7,2,97.5,75.4,Green,dry,20.0,19698.486,LMGT3
67,140,136.543,45.427,47.523,43.801,7,8,2,94.4,71.9,Green,dry,20.0,19835.029,LMGT3
67,141,137.389,45.652,48.329,44.126,7,9,2,91.3,68.4,Green,dry,20.1,19972.417,LMGT3
67,142,137.0,45.286,48.004,43.528,7,10,2,88.2,64.9,Green,dry,20.1,20109.417,LMGT3
67,143,136.567,45.56,48.082,44.123,7,11,2,85.1,61.4,Green,dry,20.4,20245.984,LMGT3
67,144,137.018,44.859,47.966,44.176,7,12,2,81.8,57.9,Green,dry,20.4,20383.002,LMGT3
67,145,137.515,45.008,47.753,44.124,7,13,2,78.6,54.4,Green,dry,20.4,20520.517,LMGT3
67,146,138.491,45.759,48.618,43.831,7,14,2,75.3,50.9,Green,dry,20.0,20659.008,LMGT3
67,147,137.143,44.833,48.179,43.562,7,15,2,72.0,47.4,Green,dry,20.0,20796.151,LMGT3
67,148,139.911,45.905,48.739,44.926,7,16,2,68.7,43.9,Green,dry,19.8,20936.062,LMGT3
67,149,139.281,46.194,48.402,44.925,7,17,2,65.6,40.4,Green,dry,19.8,21075.342,LMGT3
67,150,139.903,46.362,48.985,44.567,7,18,2,62.5,36.8,Green,dry,20.1,21215.245,LMGT3
67,151,139.925,45.938,48.637,44.639,7,19,2,59.4,33.3,Green,dry,20.1,21355.17,LMGT3
67,152,139.72,46.292,48.904,44.988,7,20,2,56.1,29.8,Green,dry,20.2,21494.89,LMGT3
67,153,141.66,46.867,49.364,45.726,7,21,2,52.9,26.3,Green,dry,20.2,21636.55,LMGT3
56,1,137.89,45.726,47.842,43.808,1,1,1,116.8,96.6,Green,dry,18.5,137.89,LMGT3
56,2,139.533,46.285,49.149,44.279,1,2,1,113.6,93.1,Green,dry,18.5,277.423,LMGT3
56,3,136.644,44.894,47.951,43.377,1,3,1,110.4,89.7,Green,dry,18.5,414.067,LMGT3
56,4,137.959,45.612,48.299,44.143,1,4,1,107.2,86.3,Green,dry,18.3,552.026,LMGT3
56,5,137.651,45.014,48.111,43.904,1,5,1,104.1,82.9,Green,dry,18.3,689.676,LMGT3
56,6,138.219,45.8,48.741,44.029,1,6,1,101.0,79.4,Green,dry,18.6,827.896,LMGT3
56,7,137.394,45.456,48.032,43.654,1,7,1,97.9,76.0,Green,dry,18.6,965.289,LMGT3
56,8,138.74,45.839,48.586,44.631,1,8,1,94.8,72.6,Green,dry,18.3,1104.029,LMGT3
56,9,137.153,45.464,47.72,43.572,1,9,1,91.5,69.2,Green,dry,18.3,1241.182,LMGT3
56,10,138.257,45.968,48.41,44.603,1,10,1,88.2,65.7,Green,dry,18.6,1379.44,LMGT3
56,11,137.144,45.669,48.276,43.837,1,11,1,85.1,62.3,Green,dry,18.6,1516.584,LMGT3
56,12,139.277,46.234,49.089,44.829,1,12,1,81.8,58.9,Green,dry,19.0,1655.861,LMGT3
56,13,137.722,45.143,48.595,44.03,1,13,1,78.5,55.4,Green,dry,19.0,1793.583,LMGT3
56,14,139.201,45.53,48.511,45.028,1,14,1,75.3,52.0,Green,dry,19.0,1932.784,LMGT3
56,15,140.059,46.716,49.366,44.93,1,15,1,72.1,48.6,Green,dry,18.9,2072.843,LMGT3
56,16,138.645,45.81,48.894,44.701,1,16,1,68.8,45.2,Green,dry,18.9,2211.488,LMGT3
56,17,141.144,46.369,49.236,44.974,1,17,1,65.5,41.7,Green,dry,18.7,2352.631,LMGT3
56,18,139.135,46.113,49.051,44.163,1,18,1,62.3,38.3,Green,dry,18.7,2491.766,LMGT3
56,19,140.875,46.084,48.861,45.306,1,19,1,59.3,34.9,Green,dry,19.0,2632.641,LMGT3
56,20,139.843,45.898,49.323,45.063,1,20,1,56.0,31.5,Green,dry,19.0,2772.484,LMGT3
56,21,142.6,47.491,50.269,45.825,1,21,1,52.7,28.0,Green,dry,18.6,2915.084,LMGT3
56,22,140.646,46.126,49.33,45.01,1,22,1,49.6,24.6,Green,dry,18.6,3055.73,LMGT3
56,23,139.237,45.724,49.025,44.281,2,1,1,116.6,96.6,Green,dry,18.3,3285.002,LMGT3
56,24,139.793,46.516,48.989,44.42,2,2,1,113.5,93.1,Green,dry,18.3,3424.795,LMGT3
56,25,137.212,45.742,48.294,43.896,2,3,1,110.3,89.7,Green,dry,18.5,3562.007,LMGT3
56,26,137.593,45.654,48.441,43.854,2,4,1,107.1,86.3,Green,dry,18.5,3699.6,LMGT3
56,27,138.725,46.239,48.985,44.682,2,5,1,103.9,82.9,Green,dry,18.2,3838.325,LMGT3
56,28,138.8,46.15,48.507,44.188,2,6,1,100.7,79.4,Green,dry,18.2,3977.125,LMGT3
56,29,137.924,45.164,48.23,44.128,2,7,1,97.4,76.0,Green,dry,18.5,4115.049,LMGT3
56,30,137.031,45.547,48.291,43.642,2,8,1,94.3,72.6,Green,dry,18.5,4252.08,LMGT3
56,31,139.418,45.926,49.045,45.075,2,9,1,91.0,69.2,Green,dry,18.5,4391.498,LMGT3
56,32,138.335,46.092,48.521,43.872,2,10,1,87.9,65.7,Green,dry,18.5,4529.832,LMGT3
56,33,138.722,46.134,48.583,44.146,2,11,1,84.7,62.3,Green,dry,18.3,4668.554,LMGT3
56,34,139.075,45.628,48.75,44.826,2,12,1,81.5,58.9,Green,dry,18.3,4807.629,LMGT3
56,35,137.353,45.176,47.866,43.845,2,13,1,78.3,55.4,Green,dry,18.1,4944.982,LMGT3
56,36,138.29,45.41,48.635,43.847,2,14,1,75.0,52.0,Green,dry,18.1,5083.271,LMGT3
56,37,140.049,46.423,48.815,44.728,2,15,1,71.7,48.6,Green,dry,18.1,5223.32,LMGT3
56,38,139.179,45.917,48.843,44.772,2,16,1,68.4,45.2,Green,dry,17.9,5362.499,LMGT3
56,39,139.864,46.331,49.158,44.746,2,17,1,65.1,41.7,Green,dry,17.9,5502.364,LMGT3
56,40,140.166,46.579,49.167,44.798,2,18,1,62.0,38.3,Green,dry,18.1,5642.53,LMGT3
56,41,142.019,47.216,50.204,45.833,2,19,1,58.9,34.9,Green,dry,18.1,5784.548,LMGT3
56,42,141.924,46.566,49.908,45.22,2,20,1,55.8,31.5,Green,dry,17.8,5926.473,LMGT3
56,43,140.406,46.147,49.557,45.271,2,21,1,52.5,28.0,Green,dry,17.8,6066.879,LMGT3
56,44,142.584,47.434,50.21,45.729,2,22,1,49.2,24.6,Green,dry,17.6,6209.463,LMGT3
56,45,139.158,46.061,48.256,44.957,3,1,1,116.9,96.6,Green,dry,17.6,6423.569,LMGT3
56,46,140.596,46.573,48.801,45.22,3,2,1,113.8,93.1,Green,dry,17.2,6564.166,LMGT3
56,47,137.577,45.273,47.798,43.931,3,3,1,110.6,89.7,Green,dry,17.2,6701.743,LMGT3
56,48,136.999,44.751,47.977,44.226,3,4,1,107.4,86.3,Green,dry,17.1,6838.742,LMGT3
56,49,139.07,46.315,48.279,44.131,3,5,1,104.0,82.9,Green,dry,17.1,6977.812,LMGT3
56,50,138.358,46.133,47.972,44.13,3,6,1,100.7,79.4,Green,dry,17.3,7116.17,LMGT3
56,51,137.474,45.507,47.736,43.975,3,7,1,97.4,76.0,Green,dry,17.3,7253.645,LMGT3
56,52,138.847,45.34,48.987,44.5,3,8,1,94.1,72.6,Green,dry,17.4,7392.492,LMGT3
56,53,139.266,45.648,48.353,44.786,3,9,1,90.8,69.2,Green,dry,17.4,7531.758,LMGT3
56,54,137.513,45.605,48.471,43.803,3,10,1,87.5,65.7,Green,dry,17.7,7669.271,LMGT3
56,55,138.024,45.079,48.535,44.503,3,11,1,84.3,62.3,Green,dry,17.7,7807.295,LMGT3
56,56,138.359,45.333,48.248,44.749,3,12,1,81.0,58.9,Green,dry,18.0,7945.654,LMGT3
56,57,140.011,46.638,49.026,44.595,3,13,1,77.8,55.4,Green,dry,18.0,8085.664,LMGT3
56,58,138.083,45.24,48.409,44.242,3,14,1,74.5,52.0,Green,dry,18.0,8223.748,LMGT3
56,59,139.459,45.794,48.48,44.748,3,15,1,71.3,48.6,Green,dry,18.2,8363.207,LMGT3
56,60,140.559,46.623,48.837,45.361,3,16,1,68.0,45.2,Green,dry,18.2,8503.765,LMGT3
56,61,140.447,46.309,49.501,45.34,3,17,1,65.0,41.7,Green,dry,18.4,8644.212,LMGT3
56,62,139.828,45.743,48.473,44.805,3,18,1,61.7,38.3,Green,dry,18.4,8784.04,LMGT3
56,63,141.301,46.47,48.962,45.196,3,19,1,58.4,34.9,Green,dry,18.9,8925.341,LMGT3
56,64,139.661,45.915,48.818,44.471,3,20,1,55.3,31.5,Green,dry,18.9,9065.002,LMGT3
56,65,141.529,46.349,49.73,44.931,3,21,1,52.3,28.0,Green,dry,19.0,9206.531,LMGT3
56,66,141.967,46.757,49.366,45.039,3,22,1,49.2,24.6,Green,dry,19.0,9348.498,LMGT3
56,67,138.983,45.827,48.95,44.154,4,1,2,116.7,96.6,Green,dry,19.2,9562.592,LMGT3
56,68,140.55,46.223,49.567,45.04,4,2,2,113.6,93.1,Green,dry,19.2,9703.142,LMGT3
56,69,138.004,45.621,47.964,44.336,4,3,2,110.3,89.7,Green,dry,19.2,9841.146,LMGT3
56,70,137.015,45.705,47.833,43.789,4,4,2,107.0,86.3,Green,dry,19.2,9978.161,LMGT3
56,71,136.84,45.579,47.523,43.735,4,5,2,104.0,82.9,Green,dry,19.3,10115.001,LMGT3
56,72,139.032,45.9,48.726,44.66,4,6,2,100.6,79.4,Green,dry,19.3,10254.033,LMGT3
56,73,139.5,46.094,48.34,44.221,4,7,2,97.4,76.0,Green,dry,19.5,10393.533,LMGT3
56,74,138.506,46.074,48.96,44.35,4,8,2,94.1,72.6,Green,dry,19.5,10532.039,LMGT3
56,75,139.149,46.067,48.541,44.498,4,9,2,90.7,69.2,Green,dry,19.9,10671.188,LMGT3
56,76,139.411,46.429,48.524,44.861,4,10,2,87.6,65.7,Green,dry,19.9,10810.599,LMGT3
56,77,138.846,45.756,49.029,44.563,4,11,2,84.3,62.3,Green,dry,20.1,10949.444,LMGT3
56,78,137.965,45.315,48.082,44.049,4,12,2,81.1,58.9,Green,dry,20.1,11087.41,LMGT3
56,79,139.597,46.246,48.751,44.435,4,13,2,77.9,55.4,Green,dry,20.1,11227.007,LMGT3
56,80,139.941,46.614,48.683,44.428,4,14,2,74.7,52.0,Green,dry,20.5,11366.948,LMGT3
56,81,139.735,45.799,48.677,45.016,4,15,2,71.4,48.6,Green,dry,20.5,11506.683,LMGT3
56,82,139.771,45.943,48.801,45.217,4,16,2,68.1,45.2,Green,dry,20.5,11646.454,LMGT3
56,83,139.466,46.368,48.552,44.544,4,17,2,64.9,41.7,Green,dry,20.5,11785.92,LMGT3
56,84,140.77,46.414,49.132,45.133,4,18,2,61.7,38.3,Green,dry,20.5,11926.69,LMGT3
56,85,141.071,46.124,49.506,45.596,4,19,2,58.5,34.9,Green,dry,20.5,12067.761,LMGT3
56,86,141.106,46.622,49.742,45.583,4,20,2,55.2,31.5,Green,dry,20.7,12208.867,LMGT3
56,87,140.372,46.215,49.035,44.544,4,21,2,52.1,28.0,Green,dry,20.7,12349.239,LMGT3
56,88,142.423,47.028,50.01,45.283,4,22,2,49.0,24.6,Green,dry,20.8,12491.662,LMGT3
56,89,138.921,46.074,48.254,44.635,5,1,2,116.9,96.6,Green,dry,20.8,12720.438,LMGT3
56,90,140.191,46.629,48.6,45.274,5,2,2,113.8,93.1,Green,dry,20.8,12860.629,LMGT3
56,91,136.874,44.918,48.242,43.812,5,3,2,110.5,89.7,Green,dry,20.8,12997.503,LMGT3
56,92,136.984,45.113,48.106,44.217,5,4,2,107.3,86.3,Green,dry,21.0,13134.487,LMGT3
56,93,137.808,44.991,48.308,44.001,5,5,2,104.2,82.9,Green,dry,21.0,13272.295,LMGT3
56,94,137.78,45.398,48.708,43.887,5,6,2,101.1,79.4,Green,dry,21.0,13410.076,LMGT3
56,95,138.47,45.944,48.293,44.421,5,7,2,97.8,76.0,Green,dry,21.0,13548.546,LMGT3
56,96,139.279,45.898,48.472,44.458,5,8,2,94.7,72.6,Green,dry,21.5,13687.825,LMGT3
56,97,138.088,45.163,48.343,44.252,5,9,2,91.5,69.2,Green,dry,21.5,13825.913,LMGT3
56,98,138.368,45.545,48.874,44.26,5,10,2,88.2,65.7,Green,dry,21.7,13964.281,LMGT3
56,99,138.649,45.53,48.103,44.576,5,11,2,84.9,62.3,Green,dry,21.7,14102.93,LMGT3
56,100,138.471,46.178,48.364,44.226,5,12,2,81.6,58.9,Green,dry,21.8,14241.402,LMGT3
56,101,138.331,45.931,48.675,44.245,5,13,2,78.4,55.4,Green,dry,21.8,14379.732,LMGT3
56,102,137.391,45.131,48.398,43.553,5,14,2,75.3,52.0,Green,dry,21.8,14517.124,LMGT3
56,103,139.576,46.293,48.784,44.844,5,15,2,72.0,48.6,Green,dry,21.5,14656.7,LMGT3
56,104,140.185,46.208,49.038,45.003,5,16,2,68.7,45.2,Green,dry,21.5,14796.885,LMGT3
56,105,139.057,46.361,48.208,44.314,5,17,2,65.6,41.7,Green,dry,21.4,14935.942,LMGT3
56,106,139.907,45.775,49.096,44.365,5,18,2,62.3,38.3,Green,dry,21.4,15075.849,LMGT3
56,107,139.569,45.882,49.327,44.199,5,19,2,59.0,34.9,Green,dry,21.1,15215.418,LMGT3
56,108,140.828,46.324,49.788,45.454,5,20,2,56.0,31.5,Green,dry,21.1,15356.246,LMGT3
56,109,139.984,46.342,48.704,44.44,5,21,2,52.7,28.0,Green,dry,20.9,15496.23,LMGT3
56,110,142.678,47.576,50.227,45.821,5,22,2,49.4,24.6,Green,dry,20.9,15638.908,LMGT3
56,111,139.701,46.428,49.309,45.084,6,1,3,116.7,96.6,Green,dry,21.1,15850.6,LMGT3
56,112,140.623,46.669,49.304,44.761,6,2,3,113.6,93.1,Green,dry,21.1,15991.223,LMGT3
56,113,139.256,45.583,48.266,44.75,6,3,3,110.3,89.7,Green,dry,20.8,16130.479,LMGT3
56,114,138.282,45.367,47.983,44.009,6,4,3,106.9,86.3,Green,dry,20.8,16268.761,LMGT3
56,115,136.73,45.536,47.708,43.664,6,5,3,103.9,82.9,Green,dry,21.0,16405.491,LMGT3
56,116,136.796,45.447,47.994,44.028,6,6,3,100.7,79.4,Green,dry,21.0,16542.287,LMGT3
56,117,138.059,45.542,48.144,44.518,6,7,3,97.6,76.0,Green,dry,20.5,16680.346,LMGT3
56,118,137.713,45.082,48.386,44.481,6,8,3,94.4,72.6,Green,dry,20.5,16818.059,LMGT3
56,119,138.641,46.213,48.652,44.125,6,9,3,91.1,69.2,Green,dry,20.5,16956.699,LMGT3
56,120,137.834,45.721,48.045,43.952,6,10,3,87.9,65.7,Green,dry,20.5,17094.533,LMGT3
56,121,139.836,46.051,48.505,45.069,6,11,3,84.8,62.3,Green,dry,20.5,17234.369,LMGT3
56,122,137.407,44.901,48.265,44.313,6,12,3,81.5,58.9,Green,dry,20.9,17371.776,LMGT3
56,123,138.324,45.548,48.214,44.567,6,13,3,78.3,55.4,Green,dry,20.9,17510.1,LMGT3
56,124,138.048,45.262,48.067,44.012,6,14,3,75.1,52.0,Green,dry,20.5,17648.147,LMGT3
56,125,138.995,46.114,48.362,43.989,6,15,3,71.9,48.6,Green,dry,20.5,17787.143,LMGT3
56,126,140.668,45.98,49.345,44.892,6,16,3,68.6,45.2,Green,dry,20.8,17927.81,LMGT3
56,127,140.992,46.878,49.624,44.886,6,17,3,65.3,41.7,Green,dry,20.8,18068.802,LMGT3
56,128,141.311,46.185,49.416,45.662,6,18,3,62.0,38.3,Green,dry,21.1,18210.113,LMGT3
56,129,141.8,47.038,49.936,45.147,6,19,3,59.0,34.9,Green,dry,21.1,18351.913,LMGT3
56,130,140.908,46.439,48.931,45.297,6,20,3,55.7,31.5,Green,dry,20.8,18492.822,LMGT3
56,131,142.425,47.274,49.707,45.259,6,21,3,52.5,28.0,Green,dry,20.8,18635.247,LMGT3
56,132,141.95,47.203,49.305,45.357,6,22,3,49.3,24.6,Green,dry,20.3,18777.196,LMGT3
56,133,137.814,45.799,47.944,43.842,7,1,1,116.9,96.6,Green,dry,20.3,18990.107,LMGT3
56,134,138.221,45.182,48.208,44.013,7,2,1,113.6,93.1,Green,dry,20.1,19128.328,LMGT3
56,135,138.093,45.604,48.764,44.641,7,3,1,110.3,89.7,Green,dry,20.1,19266.421,LMGT3
56,136,137.622,45.654,48.561,43.987,7,4,1,107.1,86.3,Green,dry,20.3,19404.043,LMGT3
56,137,138.157,45.942,48.085,43.95,7,5,1,103.9,82.9,Green,dry,20.3,19542.2,LMGT3
56,138,137.795,45.533,47.863,43.914,7,6,1,100.8,79.4,Green,dry,20.0,19679.994,LMGT3
56,139,139.357,46.236,48.389,44.342,7,7,1,97.6,76.0,Green,dry,20.0,19819.352,LMGT3
56,140,139.13,45.799,49.15,44.932,7,8,1,94.3,72.6,Green,dry,20.1,19958.482,LMGT3
56,141,139.627,45.775,48.996,44.866,7,9,1,91.1,69.2,Green,dry,20.1,20098.11,LMGT3
56,142,137.379,44.853,48.066,43.792,7,10,1,87.8,65.7,Green,dry,20.1,20235.489,LMGT3
56,143,139.144,46.244,48.795,44.82,7,11,1,84.7,62.3,Green,dry,20.4,20374.633,LMGT3
56,144,139.902,46.653,48.495,44.607,7,12,1,81.4,58.9,Green,dry,20.4,20514.535,LMGT3
56,145,137.535,45.725,47.67,44.031,7,13,1,78.3,55.4,Green,dry,20.0,20652.07,LMGT3
56,146,138.876,45.804,48.897,44.074,7,14,1,75.1,52.0,Green,dry,20.0,20790.946,LMGT3
56,147,138.236,45.809,48.287,44.611,7,15,1,71.9,48.6,Green,dry,19.8,20929.182,LMGT3
56,148,139.678,45.63,48.938,44.906,7,16,1,68.7,45.2,Green,dry,19.8,21068.86,LMGT3
56,149,139.101,46.184,48.551,44.254,7,17,1,65.6,41.7,Green,dry,20.1,21207.96,LMGT3
56,150,140.939,46.906,48.934,45.307,7,18,1,62.5,38.3,Green,dry,20.1,21348.899,LMGT3
56,151,140.726,46.066,49.432,45.104,7,19,1,59.1,34.9,Green,dry,20.2,21489.625,LMGT3
56,152,140.944,46.734,49.768,44.693,7,20,1,55.9,31.5,Green,dry,20.2,21630.569,LMGT3
72,1,138.871,45.436,49.091,44.558,1,1,1,116.7,96.6,Green,dry,18.5,138.871,LMGT3
72,2,140.709,46.174,49.408,45.437,1,2,1,113.6,93.3,Green,dry,18.5,279.58,LMGT3
72,3,140.304,45.935,48.663,45.266,1,3,1,110.5,89.9,Green,dry,18.5,419.884,LMGT3
72,4,138.464,45.417,48.303,44.799,1,4,1,107.5,86.5,Green,dry,18.3,558.348,LMGT3
72,5,139.167,45.76,48.539,44.053,1,5,1,104.3,83.1,Green,dry,18.3,697.515,LMGT3
72,6,138.147,45.209,48.082,44.058,1,6,1,101.1,79.8,Green,dry,18.6,835.662,LMGT3
72,7,139.947,46.371,49.048,44.967,1,7,1,97.9,76.4,Green,dry,18.6,975.609,LMGT3
72,8,137.917,45.124,48.177,44.404,1,8,1,94.5,73.0,Green,dry,18.3,1113.526,LMGT3
72,9,139.188,45.9,49.091,44.851,1,9,1,91.2,69.6,Green,dry,18.3,1252.714,LMGT3
72,10,140.771,46.853,49.501,44.914,1,10,1,87.8,66.3,Green,dry,18.6,1393.485,LMGT3
72,11,138.398,46.15,48.666,44.716,1,11,1,84.6,62.9,Green,dry,18.6,1531.883,LMGT3
72,12,140.405,46.083,48.984,44.598,1,12,1,81.5,59.5,Green,dry,19.0,1672.288,LMGT3
72,13,139.85,46.412,48.871,44.257,1,13,1,78.1,56.1,Green,dry,19.0,1812.138,LMGT3
72,14,139.17,45.75,48.32,44.477,1,14,1,74.9,52.8,Green,dry,18.9,1951.308,LMGT3
72,15,139.068,45.494,48.223,44.007,1,15,1,71.6,49.4,Green,dry,18.9,2090.376,LMGT3
72,16,140.377,46.555,49.085,45.105,1,16,1,68.3,46.0,Green,dry,18.9,2230.754,LMGT3
72,17,140.739,45.985,49.15,45.327,1,17,1,65.1,42.6,Green,dry,18.7,2371.493,LMGT3
72,18,142.261,46.65,49.539,46.02,1,18,1,61.8,39.3,Green,dry,18.7,2513.754,LMGT3
72,19,140.544,46.009,49.018,44.684,1,19,1,58.7,35.9,Green,dry,19.0,2654.297,LMGT3
72,20,141.93,47.238,49.21,45.238,1,20,1,55.5,32.5,Green,dry,19.0,2796.227,LMGT3
72,21,142.489,47.001,50.187,45.159,1,21,1,52.3,29.1,Green,dry,18.6,2938.716,LMGT3
72,22,143.382,46.95,50.57,46.032,1,22,1,49.1,25.8,Green,dry,18.6,3082.099,LMGT3
72,23,141.798,46.434,49.738,45.055,1,23,1,46.1,22.4,Green,dry,18.3,3223.897,LMGT3
72,24,141.093,46.188,49.786,45.322,2,1,1,116.7,96.6,Green,dry,18.3,3438.064,LMGT3
72,25,141.401,46.599,49.775,44.842,2,2,1,113.5,93.3,Green,dry,18.5,3579.465,LMGT3
72,26,139.022,46.207,49.114,44.685,2,3,1,110.2,89.9,Green,dry,18.5,3718.487,LMGT3
72,27,138.224,45.593,48.392,43.972,2,4,1,107.2,86.5,Green,dry,18.2,3856.711,LMGT3
72,28,138.059,45.824,48.814,44.437,2,5,1,103.9,83.1,Green,dry,18.2,3994.77,LMGT3
72,29,139.982,46.68,49.134,45.154,2,6,1,100.7,79.8,Green,dry,18.5,4134.751,LMGT3
72,30,140.473,46.237,48.744,44.623,2,7,1,97.4,76.4,Green,dry,18.5,4275.224,LMGT3
72,31,138.07,45.248,48.166,44.226,2,8,1,94.3,73.0,Green,dry,18.5,4413.294,LMGT3
72,32,139.955,46.358,49.188,44.844,2,9,1,91.2,69.6,Green,dry,18.5,4553.249,LMGT3
72,33,140.561,46.062,49.125,44.606,2,10,1,88.1,66.3,Green,dry,18.3,4693.81,LMGT3
72,34,139.688,45.882,48.561,44.535,2,11,1,84.9,62.9,Green,dry,18.3,4833.498,LMGT3
72,35,139.875,45.822,48.581,44.287,2,12,1,81.7,59.5,Green,dry,18.1,4973.373,LMGT3
72,36,138.279,45.177,48.629,44.621,2,13,1,78.4,56.1,Green,dry,18.1,5111.652,LMGT3
72,37,138.588,46.196,48.84,44.338,2,14,1,75.2,52.8,Green,dry,17.9,5250.24,LMGT3
72,38,140.512,46.217,49.571,44.934,2,15,1,71.9,49.4,Green,dry,17.9,5390.752,LMGT3
72,39,140.96,46.86,49.198,44.617,2,16,1,68.5,46.0,Green,dry,17.9,5531.712,LMGT3
72,40,141.503,46.847,49.994,45.644,2,17,1,65.3,42.6,Green,dry,18.1,5673.215,LMGT3
72,41,141.271,46.596,49.634,45.315,2,18,1,62.2,39.3,Green,dry,18.1,5814.486,LMGT3
72,42,141.799,46.588,49.407,45.376,2,19,1,59.0,35.9,Green,dry,17.8,5956.286,LMGT3
72,43,140.997,46.353,49.436,44.686,2,20,1,55.9,32.5,Green,dry,17.8,6097.283,LMGT3
72,44,143.172,47.418,50.313,45.606,2,21,1,52.7,29.1,Green,dry,17.6,6240.455,LMGT3
72,45,142.419,47.265,50.316,45.82,2,22,1,49.3,25.8,Green,dry,17.6,6382.874,LMGT3
72,46,141.854,46.89,49.507,45.169,2,23,1,46.3,22.4,Green,dry,17.2,6524.728,LMGT3
72,47,141.228,46.462,49.762,45.544,3,1,1,116.7,96.6,Green,dry,17.1,6755.295,LMGT3
72,48,140.101,45.735,49.058,44.676,3,2,1,113.6,93.3,Green,dry,17.1,6895.396,LMGT3
72,49,140.374,46.585,49.586,45.307,3,3,1,110.3,89.9,Green,dry,17.1,7035.769,LMGT3
72,50,138.549,45.967,48.37,44.309,3,4,1,107.2,86.5,Green,dry,17.3,7174.318,LMGT3
72,51,139.484,45.949,49.103,44.403,3,5,1,103.9,83.1,Green,dry,17.3,7313.802,LMGT3
72,52,139.737,46.485,48.438,44.929,3,6,1,100.9,79.8,Green,dry,17.4,7453.54,LMGT3
72,53,137.99,45.534,48.216,43.848,3,7,1,97.8,76.4,Green,dry,17.4,7591.529,LMGT3
72,54,138.851,45.99,48.17,44.68,3,8,1,94.5,73.0,Green,dry,17.7,7730.38,LMGT3
72,55,138.135,45.345,48.435,43.965,3,9,1,91.3,69.6,Green,dry,17.7,7868.515,LMGT3
72,56,140.794,46.204,49.056,45.451,3,10,1,88.1,66.3,Green,dry,18.0,8009.31,LMGT3
72,57,139.889,46.581,49.373,45.003,3,11,1,84.9,62.9,Green,dry,18.0,8149.198,LMGT3
72,58,138.728,45.484,48.798,44.579,3,12,1,81.5,59.5,Green,dry,18.2,8287.926,LMGT3
72,59,140.361,46.458,49.58,44.517,3,13,1,78.3,56.1,Green,dry,18.2,8428.288,LMGT3
72,60,139.167,46.389,48.304,44.056,3,14,1,75.1,52.8,Green,dry,18.4,8567.455,LMGT3
72,61,138.526,46.122,48.705,44.506,3,15,1,72.0,49.4,Green,dry,18.4,8705.981,LMGT3
72,62,140.925,46.161,49.216,45.086,3,16,1,68.7,46.0,Green,dry,18.9,8846.907,LMGT3
